#temperature 	 magnetization 	 susceptibility 	 specific heat 	 internal energy 	 accept ratio1.500000	0.986497	0.011922	0.078332	-1.938916	0.013398
1.550000	0.983351	0.013745	0.088273	-1.926924	0.016463
1.600000	0.979695	0.015702	0.100853	-1.911780	0.020014
1.650000	0.975298	0.017923	0.113021	-1.895082	0.024237
1.700000	0.969667	0.020674	0.127974	-1.874337	0.029145
1.750000	0.964098	0.023025	0.143911	-1.850496	0.034745
1.800000	0.956506	0.026264	0.159838	-1.823900	0.041240
1.826667	0.952046	0.028054	0.168989	-1.807899	0.045124
1.853333	0.947576	0.029725	0.180205	-1.789012	0.049296
1.880000	0.941374	0.032202	0.190772	-1.769723	0.053651
1.906667	0.929604	0.037365	0.202816	-1.747625	0.058525
1.933333	0.924596	0.038826	0.221124	-1.717385	0.063766
1.960000	0.911535	0.044019	0.229843	-1.695954	0.069361
1.986667	0.893754	0.050978	0.242539	-1.668634	0.075392
2.013333	0.873426	0.058499	0.261291	-1.631890	0.082089
2.040000	0.850867	0.066327	0.280739	-1.591546	0.089354
2.066667	0.810034	0.080505	0.324152	-1.515042	0.096962
2.093333	0.778610	0.089859	0.340616	-1.470867	0.105371
2.120000	0.733946	0.102644	0.354605	-1.426956	0.114810
2.146667	0.678697	0.117046	0.407007	-1.314170	0.124804
2.173333	0.616349	0.131286	0.441154	-1.219885	0.135986
2.200000	0.575134	0.138269	0.470969	-1.123122	0.147476
2.226667	0.517091	0.147763	0.502281	-1.007631	0.160751
2.253333	0.466032	0.154173	0.524399	-0.899224	0.173707
2.280000	0.416787	0.158951	0.560298	-0.723401	0.187190
2.306667	0.370353	0.162166	0.578803	-0.564443	0.201748
2.333333	0.332813	0.163329	0.566393	-0.526911	0.216141
2.360000	0.308918	0.162412	0.569297	-0.392733	0.230372
2.386667	0.279566	0.161835	0.562025	-0.296770	0.244591
2.413333	0.258592	0.160217	0.546043	-0.272359	0.258696
2.440000	0.231396	0.158972	0.537472	-0.141961	0.272667
2.466667	0.210991	0.157037	0.521966	-0.108484	0.285978
2.493333	0.186418	0.155267	0.506049	-0.100592	0.299415
2.520000	0.171137	0.152858	0.491957	-0.048183	0.311709
2.546667	0.156639	0.150407	0.477558	-0.040822	0.323410
2.573333	0.140224	0.148041	0.463739	-0.046900	0.334704
2.600000	0.130401	0.145414	0.450835	-0.037825	0.345224
2.650000	0.109345	0.140697	0.428107	-0.016760	0.364248
2.700000	0.092913	0.135990	0.407282	-0.035616	0.380940
2.750000	0.080079	0.131383	0.388233	-0.017009	0.396946
2.800000	0.071263	0.126903	0.370519	-0.039751	0.411137
2.850000	0.062527	0.122633	0.354404	-0.011887	0.424694
2.900000	0.055498	0.118540	0.339217	-0.003231	0.437527
2.950000	0.050668	0.114615	0.325162	-0.017083	0.449297
3.000000	0.044460	0.110891	0.312026	-0.009002	0.460281
